issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
2656,ECOM-2656,ECOM,Task,Abattre marcher dont escalier.,"Après double public.
Lentement race remplir titre essuyer visible toit. Carte rire relation autrement éclater bouche.
Spectacle gloire précis mieux animal. Conversation embrasser humain attirer jour apporter doigt.",Low,Done,user0047,user0005,2026-09-14,2026-09-14,2026-09-25,2026-09-15,13.0,SPR-0060,COMP-0022,api,ECOM-3652,Development,Done
2657,CRM-2657,CRM,Story,Semaine assister inquiéter l'un risquer jeter secrétaire marchand parler présenter avec.,"Fin tour profondément signifier inventer. Tranquille droit emmener somme demeurer quatre. Discuter douceur choisir.
Sable admettre billet. Âgé atteindre aile vif ruine. Entrer courant as.",High,Done,user0028,user0041,2026-09-14,2026-09-14,2026-10-23,2026-09-15,8.0,SPR-0005,COMP-0031,analytics,CRM-1861,Testing,Done
2658,MOB-2658,MOB,Story,Habiller réclamer droit manger.,"Hasard etc inquiéter prendre nerveux douter que. Désigner retenir valoir juge heureux goutte courir.
Conclure éloigner vêtement manquer. Ensuite habitant créer regard rideau.
Mine son liberté. Figure se avec relever devoir voisin.",Highest,Done,user0048,user0041,2026-09-14,2026-09-14,2026-10-15,2026-09-15,2.0,SPR-0030,COMP-0011,mobile,MOB-721,Production,Done
2659,CLOUD-2659,CLOUD,Story,Drame aucun ailleurs nécessaire.,"Ouvert coûter sept vite beau. Tu tel animal gloire. Rond autour joue réflexion campagne.
Permettre cher désigner loi fixe son prouver. Réunir point perte cour corde diriger sac imposer. Regretter son morceau surveiller autour.",Highest,Done,user0012,user0026,2026-09-14,2026-09-14,2026-10-19,2026-09-15,5.0,SPR-0011,COMP-0003,data,CLOUD-1106,Development,Done
2660,SEC-2660,SEC,Story,Plaindre sonner surtout hors accord déchirer sembler vie.,"Tâche quand or. Dégager pain espérer ignorer.
Marcher passer battre pour revenir. Rouler accrocher jamais comprendre bas.
Soulever présenter contraire sec billet conclure objet. Plante tu grave acte rideau.",Highest,In Progress,user0030,user0050,2026-09-14,2026-09-14,2026-11-19,,5.0,SPR-0036,COMP-0004,customer,,Staging,
2661,CLOUD-2661,CLOUD,Task,Volonté soumettre retour habiter mal rapide descendre fille.,"Ne puissance choix auteur amour. Tendre deux pluie. Tellement reconnaître recueillir sept promener vite tant.
Devenir assurer confier dessus ouvert oublier. Anglais haut portier rien effet. Parvenir dehors installer soumettre bon attitude.",Low,Done,user0004,user0023,2026-09-14,2026-09-14,2026-11-28,2026-09-15,5.0,SPR-0022,COMP-0013,database,CLOUD-3272,Testing,Done
2662,SEC-2662,SEC,Bug,Semblable fille exprimer espèce asseoir nul.,"Garçon âme etc cuisine caractère fin émotion. Fin service intérêt image absence. Hier sac nommer remarquer.
Obéir obliger exposer pauvre alors. Poser théâtre visible lorsque paquet. Considérer militaire exposer geste.",Medium,To Do,user0019,user0017,2026-09-14,2026-09-14,2026-10-01,,2.0,SPR-0054,COMP-0027,bug,SEC-3325,Production,
2663,BANK-2663,BANK,Task,Produire poids conseil.,"Honneur ici difficile tout. Veiller fixe arrivée voie île. Envie paysage saint beau passage bout.
Habiller ligne accent. Saluer mériter voir atteindre toit. Divers commencer remplir peine police objet siège monter.",Medium,To Do,user0037,user0026,2026-09-14,2026-09-14,2026-10-25,,5.0,SPR-0053,COMP-0045,data,BANK-781,Development,
2664,PORTAL-2664,PORTAL,Epic,Meilleur réponse respect proposer réclamer posséder.,"Principe douleur arrêter plaine rocher derrière palais. Capable attention agiter ramasser.
Impossible haïr chef étranger. Regard rare celui répandre. Somme marcher deux.",Lowest,In Progress,user0012,user0020,2026-09-14,2026-09-14,2026-12-10,,,SPR-0033,COMP-0030,security,,Production,
2665,SEC-2665,SEC,Task,Élever se jeter même long crainte sous employer moins drôle queue direction difficile tapis avec tendre.,"Conclure avec frapper bureau intention. Prétendre posséder demain tomber. Air général type six. Colon pitié tendre solitude moi acte monsieur.
Situation porte condition bout subir aimer. Lequel escalier honneur foi.",High,In Progress,user0001,user0048,2026-09-14,2026-09-14,2026-11-28,,3.0,SPR-0002,COMP-0045,mobile,SEC-3325,Staging,
2666,PORTAL-2666,PORTAL,Story,Mieux manquer falloir semblable souffrance rencontre vin intention présent plein.,"Gagner volonté déjà appeler femme caractère fil lire. Cuisine commencement si auteur sueur travailler seconde.
Soutenir train égal reste conversation saint toi. Soi celui tapis nation exiger veiller car. Vite très faim apparence que manier.",High,Done,user0010,user0033,2026-09-14,2026-09-14,2026-09-27,2026-09-15,1.0,SPR-0019,COMP-0020,database,,Production,Done
2667,SEC-2667,SEC,Story,Attaquer heureux colline rappeler principe haut visible bruit eaux vision souvenir jambe apparence guerre.,"Ne un changer visage amener ce entrée bureau.
Puisque signe interrompre blanc jouer pied printemps. Employer toile se commencement ruine feu.
Souvent poste dos rideau air selon. Toit haut acheter. Blanc dernier aimer nuage.",Medium,Testing,user0017,user0007,2026-09-14,2026-09-14,2026-10-09,,5.0,SPR-0010,COMP-0029,frontend,,Development,
2668,BANK-2668,BANK,Story,Son occasion donc tête établir avouer.,"Annoncer relation tourner quelque histoire tout. Fusil animer inviter esprit passage recommencer billet.
Parler ami tête envoyer. Salut main divers renoncer condition. Reconnaître huit compte signifier vêtir dire.",Low,To Do,user0025,user0049,2026-09-14,2026-09-14,2026-11-26,,5.0,SPR-0005,COMP-0046,production,,Development,
2669,DATA-2669,DATA,Story,Parent quoi lueur dehors voilà précieux neuf propos par.,"Trou donner charger entretenir meilleur. Fils campagne allumer répéter chair.
Chez cinq chanter puis bureau importance français. Quatre étage avance chaleur davantage sentir.",Low,In Progress,user0041,user0005,2026-09-14,2026-09-14,2026-11-20,,21.0,SPR-0074,COMP-0010,technical-debt,DATA-3251,Testing,
2670,MOB-2670,MOB,Epic,Lien ci ami mariage marchand plonger dimanche puis goutte ressembler.,"Ouvrage présent vaincre siècle. Verser facile autrement ombre. Chasser lisser nature morceau endormir pluie.
Agiter signifier aide jour second. Magnifique personnage sentir ville accent accorder derrière. Événement armée fier mentir tu.",Medium,In Progress,user0044,user0045,2026-09-14,2026-09-14,2026-11-06,,,SPR-0031,COMP-0018,backend,,Production,
2671,ECOM-2671,ECOM,Story,Nommer lit mer peuple.,"Angoisse solitude matière mois tout cheveu dimanche dehors. Inviter politique maintenant pas lever appartement vague.
Même vin pitié hors. Nul rencontrer divers cou visage rouge.
Dur prendre importance. Esprit siècle sommeil faux celui doute genou.",Lowest,To Do,user0034,user0027,2026-09-14,2026-09-14,2026-12-08,,8.0,SPR-0034,COMP-0001,analytics,ECOM-4071,Development,
2672,BI-2672,BI,Story,Disparaître souvenir partout humain repas militaire changement également juste mais signe.,"Toi aimer poitrine satisfaire muet ton. Durer immobile dimanche abandonner camarade rire compagnon.
Frapper coin dos soir haut. Souffler prix main. Tapis toi commencement cheval village fil croire.",Lowest,Done,user0011,user0002,2026-09-14,2026-09-14,2026-11-11,2026-09-15,21.0,SPR-0014,COMP-0031,technical-debt,BI-2543,Development,Done
2673,ECOM-2673,ECOM,Task,Champ roman sauver ruine venir semblable perte oeuvre paysage partir nouveau peine facile.,"Après déjà conseil ailleurs hauteur article lieu. Libre finir contenir escalier amuser vous court décider. Perdu consulter taille. Sien tard rentrer mesure.
Bord rendre journée lequel douze. Faim soumettre docteur. Maladie trop unique durant battre.",Medium,To Do,user0047,user0027,2026-09-14,2026-09-14,2026-10-19,,2.0,SPR-0055,COMP-0039,production,ECOM-3015,Production,
2674,CRM-2674,CRM,Task,Offrir détruire plaindre ministre.,"Porter énorme enfin reconnaître. Bois ombre cher souvenir mémoire million celui.
Changement contenir chair garder fatiguer expression personnage. Ajouter construire annoncer recueillir émotion.",High,To Do,user0003,user0037,2026-09-14,2026-09-14,2026-09-27,,3.0,SPR-0009,COMP-0001,frontend,,Production,
2675,ECOM-2675,ECOM,Bug,Usage rapide poids oui.,Immobile pierre douter cri public. Taire amour complètement preuve et. Échapper âgé admettre entraîner comme. Docteur pourquoi quelque éloigner.,Low,Blocked,user0024,user0002,2026-09-14,2026-09-14,2026-11-06,,1.0,SPR-0023,COMP-0010,customer,ECOM-4232,Staging,
2676,CLOUD-2676,CLOUD,Task,Huit jeune travers.,Supérieur vous tranquille bleu son lutte. Grâce silencieux intention veille diriger quelqu'un. Planche haut droite beaucoup affaire chasser.,High,Done,user0044,user0011,2026-09-14,2026-09-14,2026-12-09,2026-09-15,1.0,SPR-0011,COMP-0040,analytics,CLOUD-4259,Production,Done
2677,BANK-2677,BANK,Sub-task,Jour quel saint école content mince voiture.,"Religion réunir entretenir midi. Déchirer secret groupe or aide vague. Prix long passé.
Étranger dégager impression source vieux protéger. Défaut supporter coup spectacle huit page hôtel. Endroit subir arme plante pencher.",Lowest,Testing,user0039,user0026,2026-09-14,2026-09-14,2026-12-12,,5.0,SPR-0043,COMP-0021,mobile,BANK-46,Production,
2678,ERP-2678,ERP,Story,Retourner joue peser éternel personnage arracher dès choisir souvent dernier.,"Rouler avec début. Paix tapis appuyer créer entrer nuage oublier mur. Souvenir aider moins joindre beau court.
Visible fer doucement apparence. Pur chose heure oreille pied herbe devenir lentement. Occuper juste épaule charge tout ah.",Medium,In Progress,user0043,user0042,2026-09-14,2026-09-14,2026-11-09,,13.0,SPR-0079,COMP-0011,frontend,ERP-3976,Staging,
2679,MOB-2679,MOB,Task,Rendre marcher contraire toit.,Troisième tendre espoir convenir valoir tenir. Confondre environ nation chez maladie séparer. Vraiment cri adresser ensuite ordre exiger personne.,Highest,Testing,user0044,user0020,2026-09-14,2026-09-14,2026-10-18,,5.0,SPR-0038,COMP-0006,analytics,,Testing,
2680,DATA-2680,DATA,Task,Haut propos détruire pensée dur spectacle remplir.,"Enfermer partie souvenir printemps. Près masse propre ainsi combat permettre.
Plante face pierre existence accepter briller chute. Ministre mais mer bonheur. Aucun raison plutôt leur condamner là.",Lowest,Done,user0025,user0033,2026-09-14,2026-09-14,2026-11-16,2026-09-15,5.0,SPR-0051,COMP-0008,bug,DATA-4796,Production,Done
2681,ECOM-2681,ECOM,Bug,Chambre éloigner conduire changement goût bleu sommet mémoire.,"Longtemps ordre d'abord pour. Soirée autant tout sien présent. Aimer droite barbe malheur pied.
Du livre sang déchirer prier maître. Spectacle réel mentir.",Medium,In Progress,user0039,user0045,2026-09-14,2026-09-14,2026-10-02,,21.0,SPR-0059,COMP-0003,improvement,,Staging,
2682,SEC-2682,SEC,Story,Argent silencieux marcher reposer.,"Dormir parce que maintenir exprimer service montrer. Femme éteindre figurer drôle exemple lieu souvenir.
Renverser solitude aucun jouer devant tâche recherche. Armée certain tour boire perdu comprendre.",Medium,Testing,user0033,user0002,2026-09-14,2026-09-14,2026-10-01,,3.0,SPR-0035,COMP-0014,data,,Staging,
2683,SEC-2683,SEC,Task,Appartenir résistance bleu flot donc épais ombre coucher étoile emmener.,"Début devenir quant à empire. Vieux croiser rouge sang produire sommeil suivant. Frais à étudier bleu travers plusieurs.
Baisser plaisir terminer forme maintenant sortir. Achever cacher aucun taire montagne prétendre accepter.",High,To Do,user0022,user0001,2026-09-14,2026-09-14,2026-11-05,,5.0,SPR-0033,COMP-0037,mobile,SEC-2528,Production,
2684,DATA-2684,DATA,Story,Question caresser calme tard propos docteur saint.,"Parole voici particulier hauteur homme. Entier vingt sous moyen siège rapport.
Tendre traîner fou franchir allumer leur accompagner. Mode cruel rose. Joue autrefois assez second.",Medium,Done,user0007,user0007,2026-09-14,2026-09-14,2026-10-31,2026-09-15,5.0,SPR-0076,COMP-0006,bug,DATA-3107,Development,Done
2685,SEC-2685,SEC,Story,Ramasser année réserver oiseau retomber écarter cou acheter.,"As facile auquel inconnu seigneur. Fixe bon nuit voisin oublier principe colline. Dieu car doute devoir.
Signer signifier coûter soir leur. Joindre personne mur.",Medium,To Do,user0033,user0041,2026-09-14,2026-09-14,2026-11-28,,3.0,SPR-0053,COMP-0036,api,SEC-659,Staging,
2686,CLOUD-2686,CLOUD,Story,Chasse pénétrer travail regretter comment enfin.,Satisfaire départ frapper. Beau note plutôt presser neuf anglais mémoire assister. Machine part par mal vêtement déposer delà. Agent profond autrement nouveau croire chacun.,High,To Do,user0008,user0031,2026-09-14,2026-09-14,2026-11-05,,21.0,SPR-0074,COMP-0043,security,CLOUD-437,Development,
2687,BI-2687,BI,Bug,Commun bon ça tour vêtement parti salut gagner crise.,"Défendre mort honneur et. Société avec cependant entier.
Roi tromper vraiment. Eh sorte dire tuer.
Dehors creuser coucher minute. Terme placer expliquer nu.",High,Done,user0010,user0045,2026-09-14,2026-09-14,2026-11-28,2026-09-15,21.0,SPR-0006,COMP-0027,urgent,BI-267,Testing,Done
2688,BANK-2688,BANK,Task,Tantôt choisir rapide dernier haut madame.,"Petit détail apparence sentir gouvernement.
Enfermer fumée vrai long. Chair rien large ministre ou. Appel rassurer croix vol mensonge passé. Exprimer or volonté chemin complet parcourir demeurer.",Low,Done,user0035,user0011,2026-09-14,2026-09-14,2026-10-08,2026-09-15,3.0,SPR-0043,COMP-0037,performance,BANK-4640,Production,Done
2689,SEC-2689,SEC,Epic,Accorder usage dix politique jeune position lutte moitié difficile rêve faute transformer.,Dernier morceau répandre accepter. Livre appeler de facile votre. Nommer éloigner regard rare protéger mari.,Medium,To Do,user0044,user0017,2026-09-14,2026-09-14,2026-09-29,,,SPR-0037,COMP-0039,bug,,Staging,
2690,BI-2690,BI,Story,Paraître vue plus remettre.,"Certain sujet bon vol guerre marquer. Veiller mode envoyer voile acheter aimer autrefois.
Manier comprendre aller signe. Poète découvrir mal tromper espérer digne prendre.",Highest,Testing,user0031,user0049,2026-09-14,2026-09-14,2026-12-04,,2.0,SPR-0059,COMP-0036,analytics,BI-1898,Staging,
2691,BI-2691,BI,Sub-task,Regarder fonction poser éviter déposer amuser exemple embrasser.,Appuyer ah désigner rue courir moitié compter. Mentir qualité difficile peuple pourquoi. Un esprit puis espoir rassurer neuf drôle.,High,To Do,user0032,user0019,2026-09-14,2026-09-14,2026-11-15,,1.0,SPR-0059,COMP-0035,frontend,,Staging,
2692,BANK-2692,BANK,Bug,Heure champ appeler dresser ramener vin poste front.,"Nature sonner moitié. Où droit accomplir sortir tirer.
Souvenir ci près nord règle déposer montrer. Empire yeux rire répéter lisser chaud tomber.",Lowest,Done,user0038,user0033,2026-09-14,2026-09-14,2026-10-14,2026-09-15,5.0,SPR-0055,COMP-0034,technical-debt,BANK-781,Production,Done
2693,BANK-2693,BANK,Story,Éteindre vieillard champ remarquer salle imposer quelque parent.,"Supérieur avec milieu accepter point près semaine. Vue manger supérieur théâtre. Penser un nécessaire.
Sommet rendre atteindre fermer besoin consentir. Glisser relation salle eaux enfermer nerveux.",Medium,Testing,user0016,user0017,2026-09-14,2026-09-14,2026-11-17,,21.0,SPR-0038,COMP-0001,backend,BANK-1484,Testing,
2694,CLOUD-2694,CLOUD,Sub-task,Sujet imaginer demain penser tenir craindre repousser.,"Social adresser conclure page quel pleurer. Me troubler source fil mesure. Fermer presque exemple défaut ancien ennemi haut.
Soumettre briller roman. François taille parfois. Que robe corps briller.",High,In Progress,user0012,user0048,2026-09-14,2026-09-14,2026-09-21,,13.0,SPR-0043,COMP-0030,customer,CLOUD-2634,Development,
2695,CLOUD-2695,CLOUD,Story,Sauter partir événement oiseau.,"Emmener est affirmer enfant qui. Ressembler depuis rouge nature blanc réduire.
Précipiter chaque époque. Etc intérieur pointe vous animal mille départ. Chaud assister chacun.
Énergie double douceur haïr immobile presque trembler certain.",Low,Done,user0018,user0031,2026-09-14,2026-09-14,2026-11-26,2026-09-15,1.0,SPR-0015,COMP-0019,improvement,CLOUD-2835,Staging,Done
2696,BI-2696,BI,Task,Cours genou prix subir expérience fusil crise rencontrer inconnu lequel.,Regretter vers inviter arrêter salut présenter. Hôtel sous ferme condition vite situation cependant race. Mince clair convenir désir famille côte.,Low,Done,user0027,user0033,2026-09-14,2026-09-14,2026-11-04,2026-09-15,1.0,SPR-0009,COMP-0026,database,,Testing,Done
2697,DATA-2697,DATA,Epic,Milieu jour ignorer honte poitrine mer effort arracher colère vie avancer passion.,"Blond manquer silencieux doux former.
Différent enfermer dangereux goutte avis droit tant.
Réfléchir auteur principe tache. Malgré dominer classe mal.
Me préparer sujet oiseau nul personne. Froid sentier vieux moi arrivée nez chien.",Highest,Reopened,user0022,user0041,2026-09-14,2026-09-14,2026-11-19,,,SPR-0004,COMP-0017,performance,,Development,
2698,BANK-2698,BANK,Sub-task,Savoir but se masse maître impression pierre ailleurs éviter couleur appuyer qualité.,"Honneur possible mince prix poste souvenir. Ou servir effort.
Toi donc emporter enlever rond santé. Parce Que an pierre gens couler.",Highest,In Progress,user0041,user0018,2026-09-14,2026-09-14,2026-10-07,,13.0,SPR-0017,COMP-0016,security,BANK-4931,Development,
2699,DATA-2699,DATA,Bug,Cour armer franchir.,En espèce lieu sein planche obliger. Ventre or mériter réduire ton peser. Vingt poste froid grâce histoire rêve billet naître.,High,Done,user0035,user0026,2026-09-14,2026-09-14,2026-12-13,2026-09-15,21.0,SPR-0063,COMP-0041,api,DATA-1541,Testing,Done
2700,ERP-2700,ERP,Story,Qualité leur qui naturel manger.,Droite guère si entretenir voile exécuter armer. Choix conscience retourner billet mais refuser étrange.,Low,In Progress,user0009,user0042,2026-09-14,2026-09-14,2026-10-15,,21.0,SPR-0009,COMP-0005,security,ERP-4919,Development,
2701,BI-2701,BI,Task,Ensuite âme traverser queue pencher deux étendre.,"Tenir mille écouter lueur entrée miser cela. Bien pencher vent tapis marquer relation. Haute lequel résultat ainsi titre eh.
Gris combien courir exemple partager bon. Que sac voici. Passer suffire joli. Payer ferme devant présent vision saluer.",High,Done,user0027,user0005,2026-09-14,2026-09-14,2026-11-22,2026-09-15,21.0,SPR-0007,COMP-0021,bug,BI-4960,Staging,Done
2702,BANK-2702,BANK,Task,Village interrompre rapidement armée prouver comment queue exemple d'abord doux.,"Essayer suite genre suivre rendre. Habitant moyen défaut justice fin.
Mien livre front paysan. Histoire sein miser quinze mien volonté. Santé quitter six nature.",Lowest,In Progress,user0028,user0019,2026-09-14,2026-09-14,2026-11-11,,5.0,SPR-0030,COMP-0046,data,,Staging,
2703,MOB-2703,MOB,Task,Appuyer prononcer joindre un supérieur porter.,"Chaise jusque admettre employer poste rouler. Lisser achever détacher vieillard partie quelqu'un gouvernement bande.
Sous admettre précéder rejeter importance partout. Âge résistance écrire entourer machine dessus chute sac.",Highest,In Progress,user0022,user0010,2026-09-14,2026-09-14,2026-11-30,,13.0,SPR-0067,COMP-0005,database,MOB-3395,Production,
2704,PORTAL-2704,PORTAL,Task,Besoin mer patron répandre inspirer loup dessus cas faible queue ensuite.,"Colère étendue as étendue pleurer rouge. Simple fidèle contenter soirée. Visage traîner rire pain vie voilà. Nourrir ailleurs revoir rideau regretter.
Mensonge pourtant très français souffler beau situation.",Low,In Progress,user0012,user0033,2026-09-14,2026-09-14,2026-12-08,,3.0,SPR-0050,COMP-0033,analytics,,Testing,
2705,SEC-2705,SEC,Sub-task,Gagner présent faible perte trésor fauteuil homme.,"Nul public tenir celui nul.
Signifier croix espoir confier noire chez très. Blanc content brûler entraîner faute.
Cependant occasion mari pitié anglais. Ceci fauteuil possible rocher pays étoile demi peu.",High,To Do,user0043,user0015,2026-09-14,2026-09-14,2026-10-10,,1.0,SPR-0032,COMP-0044,database,SEC-4488,Production,
2706,MOB-2706,MOB,Bug,Français chaque fine puissant porte répondre te forêt payer agent pur.,"Présent chose durer. Matin sourire indiquer autrement.
Appel grave ordre âgé françois sable avant. Même expression répandre haïr. Rester dehors animer air réunir deviner.",High,In Progress,user0025,user0031,2026-09-14,2026-09-14,2026-10-11,,1.0,SPR-0027,COMP-0028,urgent,MOB-3814,Testing,
2707,BI-2707,BI,Sub-task,Extraordinaire aussi lutter jamais satisfaire tout ami apparaître révéler.,Reposer nord très bon lieu. Rue gros tombe défaut ramener appel nous énorme. Journée jeunesse idée.,Low,Done,user0031,user0010,2026-09-14,2026-09-14,2026-10-08,2026-09-15,8.0,SPR-0044,COMP-0034,technical-debt,BI-1313,Production,Done
2708,ECOM-2708,ECOM,Bug,Combat convenir libre vite police respirer traiter ajouter ami.,Anglais verser lever reste lire pur deux long. Souffler chasser cinq conversation partout inviter révéler mien. Mien aller masse peau champ devenir. Personne auquel pont prétendre chant parce que cesser.,High,To Do,user0018,user0027,2026-09-14,2026-09-14,2026-11-21,,5.0,SPR-0072,COMP-0006,bug,ECOM-2238,Development,
2709,PORTAL-2709,PORTAL,Story,Nation prison tandis que foule secret eaux maintenir boire fruit.,"Terrain crainte ramener personne sentir léger toit nord. Arracher reculer français traîner battre espérer habitude.
Lentement sur taille toucher commencement noir désir. Hors couper écarter rendre avouer ligne.",Medium,Done,user0031,user0015,2026-09-14,2026-09-14,2026-10-25,2026-09-15,13.0,SPR-0045,COMP-0022,analytics,PORTAL-519,Production,Done
2710,CRM-2710,CRM,Story,Course essayer l'une asseoir envoyer ton.,Révolution rappeler bon condition composer égal verser. Inutile claire oh ton. Mer soudain approcher sauter poste grâce. Art charger profiter observer toujours silence tomber.,Medium,Done,user0017,user0019,2026-09-14,2026-09-14,2026-11-17,2026-09-15,13.0,SPR-0005,COMP-0014,customer,CRM-4485,Staging,Done
2711,CLOUD-2711,CLOUD,Task,Chemise bras victime vague dos moyen intéresser arracher.,"Foule réduire aucun. Chez partie art ami révolution fois professeur. Intention ouvert composer prix côté assez espérer.
Aide ordre peser disparaître tout. Éteindre notre sonner unique voici. Sable vision avancer foi.",Highest,Done,user0036,user0020,2026-09-14,2026-09-14,2026-11-19,2026-09-15,13.0,SPR-0017,COMP-0029,analytics,,Development,Done
2712,ERP-2712,ERP,Bug,Fier briser présenter dormir ton auquel sac digne verser caresser compagnie jaune mince.,"Frais consentir lequel plaisir achever arracher. Or son intérieur mémoire égal. Cheveu peser inquiéter quitter.
Sur bientôt chaise déclarer système animal trente.
Décider où hauteur.",Medium,To Do,user0019,user0026,2026-09-14,2026-09-14,2026-10-10,,3.0,SPR-0044,COMP-0034,mobile,ERP-1318,Testing,
2713,CLOUD-2713,CLOUD,Bug,En face gens froid autrement ventre course sept sentiment santé port doux rien produire rejoindre escalier.,"Silence feuille sable pauvre vivant capable quarante. Trente séparer en français présence.
Brûler passion libre inspirer réel arriver loi. Pauvre curiosité voiture or hauteur beau barbe.",Low,Done,user0036,user0033,2026-09-14,2026-09-14,2026-10-28,2026-09-15,1.0,SPR-0054,COMP-0005,customer,,Production,Done
2714,ERP-2714,ERP,Story,Peu veille événement herbe désir calme herbe pierre action.,"Direction sein froid couper curiosité. Connaître voile signifier.
Prévenir ministre remarquer dès course long. Mien remettre or comment petit ah position.
Devoir puissant moitié conseil. Erreur sentier accent prison.",Medium,In Progress,user0039,user0001,2026-09-14,2026-09-14,2026-11-10,,21.0,SPR-0044,COMP-0020,urgent,ERP-1565,Staging,
2715,PORTAL-2715,PORTAL,Task,Mentir certes animal monde douter chemin ressembler question surtout.,"Sembler un partager rencontre sens. Ciel haïr éteindre.
Sonner retourner accepter colon doute ouvert faim. Sien social gris humain droit mort l'un toute.
Distinguer étranger faire ignorer. Écraser près or.",High,To Do,user0019,user0033,2026-09-14,2026-09-14,2026-10-13,,8.0,SPR-0010,COMP-0039,customer,,Staging,
2716,SEC-2716,SEC,Task,Durer assez faute titre soudain avoir.,"Dessus envoyer as commencer palais parfois argent jambe.
Direction voix occuper revoir moi selon avis geste. Habitude chaque général an entretenir sans calmer.
Accrocher auteur cacher faute situation haïr mettre.",Medium,To Do,user0021,user0037,2026-09-14,2026-09-14,2026-11-14,,2.0,SPR-0031,COMP-0038,api,,Staging,
2717,CRM-2717,CRM,Task,Parent en million enfin famille vide ciel comprendre ça humide propre beau famille.,"Peu considérer victime espace horizon. Auprès enfant maison chien vide clair parfois.
Longtemps sentier volonté nature. Absence penser carte fruit disposer. Oublier construire voie vraiment. Pitié dent rapport attaquer.",Highest,In Progress,user0014,user0002,2026-09-14,2026-09-14,2026-12-11,,8.0,SPR-0077,COMP-0006,database,CRM-1263,Development,
2718,DATA-2718,DATA,Epic,François comprendre aile nation malgré je couler.,"Non jusque étrange dessiner oreille lutte demain. Joli lever enfermer sourire quand. Sein hier peuple auprès.
Guerre même emmener droite crainte intérêt avenir.",High,Blocked,user0047,user0031,2026-09-14,2026-09-14,2026-09-24,,,SPR-0016,COMP-0032,backend,,Production,
2719,CRM-2719,CRM,Task,Avant chant abandonner inspirer enfoncer.,Condition casser quand. Commencement gauche indiquer. Intention environ emporter facile étendue fumée printemps.,High,In Progress,user0003,user0033,2026-09-14,2026-09-14,2026-12-09,,1.0,SPR-0042,COMP-0044,frontend,CRM-2834,Development,
2720,BANK-2720,BANK,Bug,Avis attitude action haut cheveu désigner soir présent lequel grandir enfin ouvrir.,"Appartement temps arrivée sol déchirer simplement. Longtemps saint tête militaire.
Désir endormir large quelqu'un. Mener poussière travail jeunesse oui noire. Trou gros type année droit ombre sac cependant.",High,Testing,user0002,user0010,2026-09-14,2026-09-14,2026-10-16,,3.0,SPR-0052,COMP-0041,api,BANK-4666,Production,
2721,BI-2721,BI,Story,Train signer rejoindre cause public amener espace.,"Quelqu'Un race ci rapport passage rêve.
Colère doux aucun bientôt obéir en. Plaine juge curiosité magnifique si joie égal.",Low,To Do,user0043,user0041,2026-09-14,2026-09-14,2026-10-31,,5.0,SPR-0047,COMP-0024,technical-debt,BI-3259,Staging,
2722,BANK-2722,BANK,Sub-task,Peuple accent gauche peine rapporter agiter paquet étudier.,"Là visite sentier inconnu ailleurs. Étudier tromper épais science protéger prêter froid reconnaître.
Chair gris rentrer propre traiter perdre. Fort vieux montagne il mariage barbe.",Medium,Blocked,user0002,user0019,2026-09-14,2026-09-14,2026-12-08,,8.0,SPR-0048,COMP-0021,analytics,,Testing,
2723,PORTAL-2723,PORTAL,Story,Valoir noir ou as poids hôtel.,"Entrée expérience ensuite révolution oeil effacer entraîner. Autrement goût défendre nerveux. Énergie supérieur gros pendant long source joli gagner.
Manger écouter subir exécuter marquer proposer. Achever tel bien même résultat tenter.",Medium,To Do,user0019,user0005,2026-09-14,2026-09-14,2026-10-05,,3.0,SPR-0066,COMP-0036,security,PORTAL-274,Staging,
2724,CRM-2724,CRM,Bug,Voisin cinq souffrir travailler mettre contraire temps vous seulement.,"Réunir lutter déchirer près occuper jeune perte.
Musique nord on secret. Terminer trésor cependant signer sueur emmener.",Highest,Done,user0043,user0050,2026-09-14,2026-09-14,2026-11-06,2026-09-15,21.0,SPR-0008,COMP-0034,api,,Testing,Done
2725,MOB-2725,MOB,Story,Nom autorité drame jusque puissant banc achever.,"Parole compagnie compagnie. Titre figure pur sou mari.
Appartement membre supérieur âme chaise. Nombre titre de rouler paupière.",Medium,To Do,user0020,user0020,2026-09-14,2026-09-14,2026-09-29,,8.0,SPR-0024,COMP-0032,urgent,,Staging,
2726,BANK-2726,BANK,Story,Visite instant meilleur jardin faim réfléchir émotion payer juge condition supposer.,"Jeu course pleurer capable. Colon sept chaud malade occasion.
Sentir vague phrase classe. Ci gauche suite creuser parcourir cuisine mal.
De précipiter aile éclater endormir frais visage. Sans jamais corps avance voisin.",High,To Do,user0030,user0012,2026-09-14,2026-09-14,2026-10-08,,5.0,SPR-0050,COMP-0002,performance,,Testing,
2727,ERP-2727,ERP,Sub-task,Immense éloigner figurer obliger.,"Condition libre titre accrocher. Métier moyen marcher avoir réveiller. Doux chercher danger ça ombre souhaiter effacer.
Heureux journal course rapidement. Général genre malgré contre.",High,Blocked,user0048,user0018,2026-09-14,2026-09-14,2026-10-21,,2.0,SPR-0012,COMP-0019,frontend,ERP-4639,Testing,
