history_id,issue_key,old_status,new_status,changed_by,changed_date
8690,DATA-3084,To Do,In Progress,user0044,2026-09-15
8691,DATA-3084,In Progress,Testing,user0025,2026-09-16
8692,DATA-3084,Testing,Done,user0002,2026-09-17
8693,MOB-3085,,To Do,user0028,2026-09-14
8694,MOB-3085,To Do,In Progress,user0020,2026-09-19
8695,MOB-3085,In Progress,Testing,user0038,2026-09-26
8696,MOB-3085,Testing,Done,user0031,2026-09-26
8697,SEC-3086,,To Do,user0032,2026-09-14
8698,SEC-3086,To Do,In Progress,user0048,2026-09-18
8699,ECOM-3087,,To Do,user0038,2026-09-14
8700,ECOM-3087,To Do,In Progress,user0004,2026-09-16
8701,ECOM-3087,In Progress,Testing,user0038,2026-09-18
8702,ECOM-3087,Testing,Done,user0030,2026-10-05
8703,SEC-3088,,To Do,user0016,2026-09-14
8704,SEC-3088,To Do,In Progress,user0029,2026-09-18
8705,BANK-3089,,To Do,user0023,2026-09-14
8706,BANK-3089,To Do,In Progress,user0024,2026-09-21
8707,DATA-3090,,To Do,user0050,2026-09-14
8708,DATA-3090,To Do,In Progress,user0040,2026-09-18
8709,DATA-3090,In Progress,Testing,user0020,2026-09-28
8710,DATA-3090,Testing,Done,user0015,2026-10-02
8711,CLOUD-3091,,To Do,user0044,2026-09-14
8712,CLOUD-3091,To Do,In Progress,user0039,2026-09-20
8713,PORTAL-3092,,To Do,user0025,2026-09-14
8714,PORTAL-3092,To Do,In Progress,user0029,2026-09-18
8715,PORTAL-3092,In Progress,Testing,user0006,2026-09-16
8716,PORTAL-3092,Testing,Done,user0011,2026-09-26
8717,PORTAL-3092,Done,Reopened,user0023,2026-10-12
8718,ERP-3093,,To Do,user0022,2026-09-14
8719,ERP-3093,To Do,In Progress,user0009,2026-09-16
8720,ERP-3093,In Progress,Testing,user0015,2026-09-24
8721,ERP-3094,,To Do,user0036,2026-09-14
8722,CRM-3095,,To Do,user0011,2026-09-14
8723,CRM-3095,To Do,In Progress,user0037,2026-09-21
8724,BI-3096,,To Do,user0006,2026-09-14
8725,BI-3096,To Do,In Progress,user0031,2026-09-19
8726,BI-3096,In Progress,Testing,user0038,2026-09-26
8727,BI-3096,Testing,Done,user0043,2026-09-20
8728,DATA-3097,,To Do,user0042,2026-09-14
8729,DATA-3097,To Do,In Progress,user0030,2026-09-20
8730,DATA-3097,In Progress,Testing,user0039,2026-09-20
8731,DATA-3098,,To Do,user0016,2026-09-14
8732,DATA-3098,To Do,In Progress,user0030,2026-09-20
8733,DATA-3098,In Progress,Blocked,user0009,2026-09-26
8734,CLOUD-3099,,To Do,user0023,2026-09-14
8735,CLOUD-3099,To Do,In Progress,user0014,2026-09-15
8736,CLOUD-3099,In Progress,Testing,user0050,2026-09-16
8737,CLOUD-3099,Testing,Done,user0050,2026-10-05
8738,BI-3100,,To Do,user0034,2026-09-14
8739,BI-3100,To Do,In Progress,user0025,2026-09-20
8740,CRM-3101,,To Do,user0002,2026-09-14
8741,CRM-3101,To Do,In Progress,user0005,2026-09-18
8742,BANK-3102,,To Do,user0034,2026-09-14
8743,CRM-3103,,To Do,user0017,2026-09-14
8744,PORTAL-3104,,To Do,user0043,2026-09-14
8745,DATA-3105,,To Do,user0043,2026-09-14
8746,DATA-3105,To Do,In Progress,user0022,2026-09-19
8747,DATA-3105,In Progress,Testing,user0041,2026-09-20
8748,DATA-3105,Testing,Done,user0004,2026-10-02
8749,CRM-3106,,To Do,user0038,2026-09-14
8750,CRM-3106,To Do,In Progress,user0023,2026-09-17
8751,CRM-3106,In Progress,Testing,user0040,2026-09-18
8752,CRM-3106,Testing,Done,user0018,2026-09-20
8753,DATA-3107,,To Do,user0007,2026-09-14
8754,DATA-3107,To Do,In Progress,user0014,2026-09-16
8755,SEC-3108,,To Do,user0020,2026-09-14
8756,SEC-3108,To Do,In Progress,user0027,2026-09-21
8757,SEC-3108,In Progress,Testing,user0012,2026-09-26
8758,BI-3109,,To Do,user0035,2026-09-14
8759,BI-3109,To Do,In Progress,user0004,2026-09-17
8760,ECOM-3110,,To Do,user0037,2026-09-14
8761,ECOM-3110,To Do,In Progress,user0030,2026-09-18
8762,ECOM-3110,In Progress,Testing,user0010,2026-09-26
8763,ECOM-3110,Testing,Done,user0001,2026-10-02
8764,ECOM-3111,,To Do,user0049,2026-09-14
8765,BANK-3112,,To Do,user0018,2026-09-14
8766,BANK-3112,To Do,In Progress,user0020,2026-09-18
8767,BANK-3112,In Progress,Testing,user0046,2026-09-16
8768,BANK-3112,Testing,Done,user0024,2026-09-23
8769,BANK-3112,Done,Reopened,user0002,2026-10-08
8770,CLOUD-3113,,To Do,user0031,2026-09-14
8771,CLOUD-3113,To Do,In Progress,user0001,2026-09-17
8772,CLOUD-3113,In Progress,Testing,user0048,2026-09-16
8773,CRM-3114,,To Do,user0001,2026-09-14
8774,CRM-3114,To Do,In Progress,user0024,2026-09-17
8775,CRM-3114,In Progress,Testing,user0048,2026-09-22
8776,ECOM-3115,,To Do,user0018,2026-09-14
8777,BANK-3116,,To Do,user0031,2026-09-14
8778,BANK-3116,To Do,In Progress,user0029,2026-09-19
8779,ECOM-3117,,To Do,user0005,2026-09-14
8780,SEC-3118,,To Do,user0015,2026-09-14
8781,SEC-3118,To Do,In Progress,user0047,2026-09-18
8782,SEC-3118,In Progress,Testing,user0012,2026-09-26
8783,BANK-3119,,To Do,user0031,2026-09-14
8784,BANK-3119,To Do,In Progress,user0016,2026-09-20
8785,BANK-3119,In Progress,Testing,user0032,2026-09-20
8786,BANK-3119,Testing,Done,user0034,2026-09-26
8787,CLOUD-3120,,To Do,user0028,2026-09-14
8788,CLOUD-3120,To Do,In Progress,user0010,2026-09-17
8789,CLOUD-3121,,To Do,user0027,2026-09-14
8790,CLOUD-3121,To Do,In Progress,user0014,2026-09-17
8791,CLOUD-3121,In Progress,Testing,user0040,2026-09-28
8792,BI-3122,,To Do,user0038,2026-09-14
8793,BI-3122,To Do,In Progress,user0038,2026-09-20
8794,BI-3122,In Progress,Testing,user0040,2026-09-16
8795,DATA-3123,,To Do,user0019,2026-09-14
8796,CLOUD-3124,,To Do,user0006,2026-09-14
8797,CLOUD-3124,To Do,In Progress,user0045,2026-09-18
8798,CLOUD-3124,In Progress,Testing,user0017,2026-09-22
8799,CLOUD-3124,Testing,Done,user0007,2026-10-02
8800,BI-3125,,To Do,user0034,2026-09-14
8801,BI-3125,To Do,In Progress,user0032,2026-09-18
8802,BI-3125,In Progress,Testing,user0045,2026-09-20
8803,BI-3125,Testing,Done,user0034,2026-09-23
8804,ECOM-3126,,To Do,user0040,2026-09-14
8805,ECOM-3126,To Do,In Progress,user0008,2026-09-18
8806,ECOM-3126,In Progress,Testing,user0022,2026-09-26
8807,ECOM-3126,Testing,Done,user0007,2026-10-05
8808,CRM-3127,,To Do,user0042,2026-09-14
8809,CRM-3127,To Do,In Progress,user0001,2026-09-18
8810,BANK-3128,,To Do,user0036,2026-09-14
8811,BANK-3129,,To Do,user0017,2026-09-14
8812,BANK-3129,To Do,In Progress,user0014,2026-09-17
8813,PORTAL-3130,,To Do,user0048,2026-09-14
8814,PORTAL-3130,To Do,In Progress,user0015,2026-09-19
8815,PORTAL-3130,In Progress,Testing,user0022,2026-09-28
8816,BI-3131,,To Do,user0049,2026-09-14
8817,BI-3131,To Do,In Progress,user0001,2026-09-15
8818,BI-3131,In Progress,Testing,user0027,2026-09-16
8819,BI-3131,Testing,Done,user0031,2026-10-02
8820,DATA-3132,,To Do,user0047,2026-09-14
8821,DATA-3133,,To Do,user0041,2026-09-14
8822,MOB-3134,,To Do,user0002,2026-09-14
8823,MOB-3134,To Do,In Progress,user0046,2026-09-16
8824,MOB-3134,In Progress,Testing,user0017,2026-09-26
8825,MOB-3134,Testing,Done,user0024,2026-10-05
8826,SEC-3135,,To Do,user0002,2026-09-14
8827,SEC-3135,To Do,In Progress,user0042,2026-09-15
8828,SEC-3135,In Progress,Blocked,user0045,2026-09-28
8829,MOB-3136,,To Do,user0041,2026-09-14
8830,MOB-3136,To Do,In Progress,user0018,2026-09-16
8831,MOB-3136,In Progress,Testing,user0024,2026-09-16
8832,MOB-3136,Testing,Done,user0031,2026-09-20
8833,CRM-3137,,To Do,user0049,2026-09-14
8834,CRM-3137,To Do,In Progress,user0010,2026-09-20
8835,CRM-3137,In Progress,Testing,user0006,2026-09-26
8836,CRM-3137,Testing,Done,user0035,2026-09-20
8837,MOB-3138,,To Do,user0016,2026-09-14
8838,MOB-3138,To Do,In Progress,user0004,2026-09-16
8839,MOB-3138,In Progress,Testing,user0019,2026-09-24
8840,MOB-3138,Testing,Done,user0034,2026-09-20
8841,MOB-3139,,To Do,user0008,2026-09-14
8842,MOB-3139,To Do,In Progress,user0036,2026-09-21
8843,CLOUD-3140,,To Do,user0004,2026-09-14
8844,CLOUD-3140,To Do,In Progress,user0032,2026-09-19
8845,BANK-3141,,To Do,user0046,2026-09-14
8846,BANK-3141,To Do,In Progress,user0050,2026-09-17
8847,CRM-3142,,To Do,user0030,2026-09-14
8848,CRM-3142,To Do,In Progress,user0007,2026-09-17
8849,CRM-3142,In Progress,Testing,user0047,2026-09-18
8850,CRM-3142,Testing,Done,user0002,2026-09-26
8851,SEC-3143,,To Do,user0011,2026-09-14
8852,SEC-3143,To Do,In Progress,user0041,2026-09-18
8853,PORTAL-3144,,To Do,user0047,2026-09-14
8854,PORTAL-3144,To Do,In Progress,user0018,2026-09-18
8855,SEC-3145,,To Do,user0044,2026-09-14
8856,DATA-3146,,To Do,user0033,2026-09-14
8857,DATA-3146,To Do,In Progress,user0005,2026-09-18
8858,MOB-3147,,To Do,user0034,2026-09-14
8859,MOB-3147,To Do,In Progress,user0041,2026-09-19
8860,MOB-3147,In Progress,Testing,user0017,2026-09-26
8861,MOB-3147,Testing,Done,user0049,2026-09-20
8862,BANK-3148,,To Do,user0025,2026-09-14
8863,BANK-3148,To Do,In Progress,user0019,2026-09-16
8864,PORTAL-3149,,To Do,user0035,2026-09-14
8865,PORTAL-3149,To Do,In Progress,user0033,2026-09-18
8866,MOB-3150,,To Do,user0043,2026-09-14
8867,MOB-3150,To Do,In Progress,user0011,2026-09-15
8868,MOB-3150,In Progress,Testing,user0036,2026-09-28
8869,SEC-3151,,To Do,user0023,2026-09-14
8870,SEC-3151,To Do,In Progress,user0050,2026-09-16
8871,PORTAL-3152,,To Do,user0028,2026-09-14
8872,PORTAL-3152,To Do,In Progress,user0021,2026-09-17
8873,PORTAL-3152,In Progress,Testing,user0010,2026-09-18
8874,PORTAL-3152,Testing,Done,user0021,2026-09-17
8875,PORTAL-3152,Done,Reopened,user0035,2026-09-22
8876,SEC-3153,,To Do,user0034,2026-09-14
8877,SEC-3153,To Do,In Progress,user0015,2026-09-15
8878,SEC-3153,In Progress,Testing,user0012,2026-09-16
8879,SEC-3153,Testing,Done,user0007,2026-09-23
8880,MOB-3154,,To Do,user0030,2026-09-14
8881,MOB-3154,To Do,In Progress,user0008,2026-09-21
8882,ECOM-3155,,To Do,user0005,2026-09-14
8883,PORTAL-3156,,To Do,user0022,2026-09-14
8884,PORTAL-3156,To Do,In Progress,user0020,2026-09-20
8885,PORTAL-3156,In Progress,Testing,user0030,2026-09-22
8886,PORTAL-3156,Testing,Done,user0013,2026-09-20
8887,PORTAL-3156,Done,Reopened,user0001,2026-10-04
8888,PORTAL-3157,,To Do,user0043,2026-09-14
8889,PORTAL-3157,To Do,In Progress,user0020,2026-09-17
8890,PORTAL-3157,In Progress,Blocked,user0035,2026-09-16
8891,CRM-3158,,To Do,user0044,2026-09-14
8892,MOB-3159,,To Do,user0029,2026-09-14
8893,BANK-3160,,To Do,user0049,2026-09-14
8894,BANK-3160,To Do,In Progress,user0014,2026-09-15
8895,ECOM-3161,,To Do,user0013,2026-09-14
8896,DATA-3162,,To Do,user0042,2026-09-14
8897,DATA-3162,To Do,In Progress,user0023,2026-09-20
8898,DATA-3162,In Progress,Testing,user0017,2026-09-16
8899,DATA-3162,Testing,Done,user0016,2026-09-26
8900,BANK-3163,,To Do,user0019,2026-09-14
8901,BANK-3163,To Do,In Progress,user0026,2026-09-18
8902,SEC-3164,,To Do,user0035,2026-09-14
8903,SEC-3164,To Do,In Progress,user0035,2026-09-17
8904,SEC-3164,In Progress,Testing,user0047,2026-09-26
8905,SEC-3164,Testing,Done,user0036,2026-10-02
8906,SEC-3164,Done,Reopened,user0050,2026-10-12
8907,CLOUD-3165,,To Do,user0020,2026-09-14
8908,CLOUD-3165,To Do,In Progress,user0046,2026-09-21
8909,CLOUD-3165,In Progress,Testing,user0030,2026-09-26
8910,CLOUD-3165,Testing,Done,user0012,2026-09-26
8911,DATA-3166,,To Do,user0028,2026-09-14
8912,DATA-3166,To Do,In Progress,user0015,2026-09-19
8913,DATA-3166,In Progress,Testing,user0042,2026-09-26
8914,DATA-3166,Testing,Done,user0050,2026-09-23
8915,SEC-3167,,To Do,user0025,2026-09-14
8916,SEC-3167,To Do,In Progress,user0014,2026-09-18
8917,DATA-3168,,To Do,user0002,2026-09-14
8918,DATA-3168,To Do,In Progress,user0012,2026-09-20
8919,DATA-3168,In Progress,Testing,user0046,2026-09-16
8920,DATA-3168,Testing,Done,user0031,2026-09-29
8921,MOB-3169,,To Do,user0008,2026-09-14
8922,CLOUD-3170,,To Do,user0017,2026-09-14
8923,CLOUD-3170,To Do,In Progress,user0009,2026-09-16
8924,CLOUD-3170,In Progress,Testing,user0027,2026-09-28
8925,CLOUD-3170,Testing,Done,user0047,2026-09-23
8926,CRM-3171,,To Do,user0031,2026-09-14
8927,CRM-3171,To Do,In Progress,user0044,2026-09-16
8928,CRM-3171,In Progress,Testing,user0024,2026-09-18
8929,CRM-3171,Testing,Done,user0008,2026-09-23
8930,BI-3172,,To Do,user0023,2026-09-14
8931,BI-3172,To Do,In Progress,user0033,2026-09-19
8932,BI-3172,In Progress,Testing,user0002,2026-09-20
8933,BI-3172,Testing,Done,user0035,2026-09-17
8934,SEC-3173,,To Do,user0038,2026-09-14
8935,SEC-3173,To Do,In Progress,user0037,2026-09-19
8936,SEC-3173,In Progress,Testing,user0040,2026-09-16
8937,SEC-3173,Testing,Done,user0001,2026-09-17
8938,SEC-3173,Done,Reopened,user0004,2026-09-18
8939,DATA-3174,,To Do,user0025,2026-09-14
8940,DATA-3174,To Do,In Progress,user0038,2026-09-16
8941,DATA-3174,In Progress,Blocked,user0003,2026-09-26
8942,BI-3175,,To Do,user0043,2026-09-14
8943,BI-3175,To Do,In Progress,user0007,2026-09-21
8944,BI-3175,In Progress,Testing,user0038,2026-09-24
8945,BI-3176,,To Do,user0029,2026-09-14
8946,BI-3176,To Do,In Progress,user0015,2026-09-20
8947,BI-3176,In Progress,Testing,user0018,2026-09-24
8948,BANK-3177,,To Do,user0049,2026-09-14
8949,BANK-3177,To Do,In Progress,user0016,2026-09-19
8950,BANK-3177,In Progress,Testing,user0001,2026-09-20
8951,BANK-3177,Testing,Done,user0014,2026-10-05
8952,BANK-3178,,To Do,user0003,2026-09-14
8953,BANK-3178,To Do,In Progress,user0044,2026-09-18
8954,BANK-3178,In Progress,Testing,user0029,2026-09-16
8955,BANK-3179,,To Do,user0031,2026-09-14
8956,BANK-3179,To Do,In Progress,user0005,2026-09-21
8957,DATA-3180,,To Do,user0030,2026-09-14
8958,ECOM-3181,,To Do,user0039,2026-09-14
8959,ECOM-3181,To Do,In Progress,user0004,2026-09-18
8960,ECOM-3181,In Progress,Testing,user0017,2026-09-18
8961,ECOM-3181,Testing,Done,user0004,2026-09-23
8962,ECOM-3181,Done,Reopened,user0024,2026-10-08
8963,DATA-3182,,To Do,user0049,2026-09-14
8964,DATA-3182,To Do,In Progress,user0033,2026-09-20
8965,ERP-3183,,To Do,user0011,2026-09-14
8966,ERP-3183,To Do,In Progress,user0003,2026-09-20
8967,ERP-3183,In Progress,Testing,user0017,2026-09-18
8968,ERP-3183,Testing,Done,user0026,2026-09-23
8969,MOB-3184,,To Do,user0050,2026-09-14
8970,MOB-3184,To Do,In Progress,user0019,2026-09-19
8971,MOB-3184,In Progress,Blocked,user0014,2026-09-26
8972,MOB-3185,,To Do,user0041,2026-09-14
8973,MOB-3185,To Do,In Progress,user0049,2026-09-21
8974,MOB-3185,In Progress,Testing,user0019,2026-09-22
8975,MOB-3185,Testing,Done,user0010,2026-09-20
8976,DATA-3186,,To Do,user0032,2026-09-14
8977,DATA-3186,To Do,In Progress,user0038,2026-09-18
8978,DATA-3186,In Progress,Testing,user0033,2026-09-26
8979,ECOM-3187,,To Do,user0001,2026-09-14
8980,ECOM-3187,To Do,In Progress,user0042,2026-09-17
8981,ECOM-3187,In Progress,Testing,user0007,2026-09-18
8982,PORTAL-3188,,To Do,user0021,2026-09-14
8983,PORTAL-3188,To Do,In Progress,user0033,2026-09-16
8984,PORTAL-3188,In Progress,Blocked,user0013,2026-09-18
8985,ECOM-3189,,To Do,user0011,2026-09-14
8986,ECOM-3189,To Do,In Progress,user0014,2026-09-15
8987,ECOM-3189,In Progress,Blocked,user0003,2026-09-26
8988,CLOUD-3190,,To Do,user0038,2026-09-14
8989,CLOUD-3190,To Do,In Progress,user0036,2026-09-16
8990,SEC-3191,,To Do,user0025,2026-09-14
8991,ERP-3192,,To Do,user0033,2026-09-14
8992,ERP-3192,To Do,In Progress,user0011,2026-09-21
8993,ERP-3192,In Progress,Testing,user0026,2026-09-18
8994,ERP-3192,Testing,Done,user0012,2026-09-26
8995,ERP-3192,Done,Reopened,user0022,2026-09-22
8996,MOB-3193,,To Do,user0007,2026-09-14
8997,MOB-3193,To Do,In Progress,user0039,2026-09-15
8998,MOB-3193,In Progress,Testing,user0019,2026-09-28
8999,MOB-3193,Testing,Done,user0027,2026-09-20
9000,CLOUD-3194,,To Do,user0019,2026-09-14
9001,CLOUD-3194,To Do,In Progress,user0021,2026-09-18
9002,CLOUD-3194,In Progress,Testing,user0009,2026-09-22
9003,CLOUD-3194,Testing,Done,user0029,2026-09-29
9004,CLOUD-3194,Done,Reopened,user0035,2026-10-04
9005,MOB-3195,,To Do,user0016,2026-09-14
9006,MOB-3195,To Do,In Progress,user0022,2026-09-17
9007,MOB-3195,In Progress,Testing,user0005,2026-09-18
9008,MOB-3195,Testing,Done,user0042,2026-09-29
9009,DATA-3196,,To Do,user0041,2026-09-14
9010,DATA-3196,To Do,In Progress,user0019,2026-09-17
9011,PORTAL-3197,,To Do,user0020,2026-09-14
9012,PORTAL-3197,To Do,In Progress,user0025,2026-09-20
9013,PORTAL-3197,In Progress,Blocked,user0003,2026-09-24
9014,MOB-3198,,To Do,user0033,2026-09-14
9015,MOB-3198,To Do,In Progress,user0013,2026-09-19
9016,ECOM-3199,,To Do,user0026,2026-09-14
9017,ECOM-3199,To Do,In Progress,user0019,2026-09-16
9018,DATA-3200,,To Do,user0007,2026-09-14
9019,DATA-3200,To Do,In Progress,user0028,2026-09-21
9020,DATA-3200,In Progress,Testing,user0042,2026-09-24
9021,DATA-3200,Testing,Done,user0004,2026-09-29
9022,SEC-3201,,To Do,user0031,2026-09-14
9023,BI-3202,,To Do,user0006,2026-09-14
9024,BI-3202,To Do,In Progress,user0035,2026-09-15
9025,BI-3202,In Progress,Testing,user0028,2026-09-26
9026,BI-3202,Testing,Done,user0026,2026-09-29
9027,BI-3203,,To Do,user0017,2026-09-14
9028,BI-3203,To Do,In Progress,user0026,2026-09-15
9029,BI-3203,In Progress,Testing,user0002,2026-09-20
9030,BI-3203,Testing,Done,user0010,2026-09-17
9031,SEC-3204,,To Do,user0024,2026-09-14
9032,SEC-3204,To Do,In Progress,user0047,2026-09-18
9033,BI-3205,,To Do,user0050,2026-09-14
9034,BI-3205,To Do,In Progress,user0020,2026-09-15
9035,BI-3205,In Progress,Testing,user0003,2026-09-28
9036,BI-3205,Testing,Done,user0030,2026-09-26
9037,ERP-3206,,To Do,user0017,2026-09-14
9038,ERP-3206,To Do,In Progress,user0010,2026-09-21
9039,ERP-3206,In Progress,Blocked,user0046,2026-09-16
9040,CRM-3207,,To Do,user0021,2026-09-14
9041,CRM-3207,To Do,In Progress,user0016,2026-09-17
9042,CRM-3208,,To Do,user0048,2026-09-14
9043,MOB-3209,,To Do,user0006,2026-09-14
9044,MOB-3209,To Do,In Progress,user0029,2026-09-16
9045,MOB-3209,In Progress,Testing,user0033,2026-09-16
9046,MOB-3209,Testing,Done,user0046,2026-09-20
9047,BI-3210,,To Do,user0038,2026-09-14
9048,BI-3210,To Do,In Progress,user0032,2026-09-20
9049,BI-3210,In Progress,Testing,user0038,2026-09-26
9050,BI-3210,Testing,Done,user0010,2026-09-29
9051,CRM-3211,,To Do,user0010,2026-09-14
9052,CRM-3211,To Do,In Progress,user0007,2026-09-19
9053,DATA-3212,,To Do,user0046,2026-09-14
9054,ERP-3213,,To Do,user0003,2026-09-14
9055,ERP-3213,To Do,In Progress,user0029,2026-09-18
9056,ERP-3213,In Progress,Testing,user0024,2026-09-24
9057,ERP-3213,Testing,Done,user0033,2026-10-02
9058,BANK-3214,,To Do,user0021,2026-09-14
9059,BANK-3214,To Do,In Progress,user0041,2026-09-19
9060,BANK-3214,In Progress,Testing,user0006,2026-09-24
9061,BI-3215,,To Do,user0040,2026-09-14
9062,BI-3215,To Do,In Progress,user0033,2026-09-16
9063,BI-3215,In Progress,Testing,user0044,2026-09-24
9064,BI-3215,Testing,Done,user0010,2026-10-02
9065,ERP-3216,,To Do,user0050,2026-09-14
9066,ERP-3216,To Do,In Progress,user0030,2026-09-21
9067,ERP-3216,In Progress,Testing,user0038,2026-09-22
9068,CLOUD-3217,,To Do,user0028,2026-09-14
9069,CLOUD-3217,To Do,In Progress,user0004,2026-09-21
9070,CLOUD-3217,In Progress,Testing,user0035,2026-09-18
9071,CLOUD-3217,Testing,Done,user0016,2026-10-05
9072,CRM-3218,,To Do,user0032,2026-09-14
9073,CRM-3218,To Do,In Progress,user0034,2026-09-21
9074,CRM-3218,In Progress,Testing,user0010,2026-09-22
9075,CRM-3218,Testing,Done,user0018,2026-09-26
9076,MOB-3219,,To Do,user0006,2026-09-14
9077,BI-3220,,To Do,user0026,2026-09-14
9078,BI-3220,To Do,In Progress,user0022,2026-09-15
9079,BI-3220,In Progress,Testing,user0042,2026-09-26
9080,BI-3220,Testing,Done,user0005,2026-09-17
9081,BI-3221,,To Do,user0027,2026-09-14
9082,BI-3221,To Do,In Progress,user0022,2026-09-15
9083,BI-3221,In Progress,Testing,user0016,2026-09-16
9084,BI-3221,Testing,Done,user0003,2026-09-23
9085,ERP-3222,,To Do,user0047,2026-09-14
9086,BANK-3223,,To Do,user0040,2026-09-14
9087,BANK-3223,To Do,In Progress,user0042,2026-09-15
9088,BANK-3223,In Progress,Testing,user0035,2026-09-22
9089,BANK-3223,Testing,Done,user0026,2026-10-05
9090,ECOM-3224,,To Do,user0007,2026-09-14
9091,ECOM-3224,To Do,In Progress,user0017,2026-09-20
9092,ECOM-3224,In Progress,Blocked,user0044,2026-09-16
9093,ECOM-3225,,To Do,user0028,2026-09-14
9094,ECOM-3225,To Do,In Progress,user0002,2026-09-18
9095,ECOM-3225,In Progress,Testing,user0020,2026-09-18
9096,ECOM-3225,Testing,Done,user0030,2026-10-02
9097,BI-3226,,To Do,user0003,2026-09-14
9098,BI-3226,To Do,In Progress,user0009,2026-09-19
9099,BI-3226,In Progress,Testing,user0013,2026-09-22
9100,SEC-3227,,To Do,user0020,2026-09-14
9101,SEC-3227,To Do,In Progress,user0027,2026-09-20
9102,DATA-3228,,To Do,user0019,2026-09-14
9103,DATA-3228,To Do,In Progress,user0010,2026-09-18
9104,DATA-3228,In Progress,Testing,user0043,2026-09-18
9105,DATA-3228,Testing,Done,user0003,2026-09-23
9106,PORTAL-3229,,To Do,user0029,2026-09-14
9107,PORTAL-3229,To Do,In Progress,user0030,2026-09-17
9108,PORTAL-3229,In Progress,Testing,user0011,2026-09-22
9109,CLOUD-3230,,To Do,user0037,2026-09-14
9110,CLOUD-3230,To Do,In Progress,user0037,2026-09-19
9111,CLOUD-3230,In Progress,Testing,user0016,2026-09-26
9112,CLOUD-3230,Testing,Done,user0035,2026-10-02
9113,BI-3231,,To Do,user0014,2026-09-14
9114,BI-3231,To Do,In Progress,user0044,2026-09-20
9115,BI-3231,In Progress,Testing,user0037,2026-09-20
9116,BI-3231,Testing,Done,user0001,2026-09-20
9117,MOB-3232,,To Do,user0026,2026-09-14
9118,MOB-3232,To Do,In Progress,user0017,2026-09-19
9119,ERP-3233,,To Do,user0029,2026-09-14
9120,DATA-3234,,To Do,user0029,2026-09-14
9121,DATA-3235,,To Do,user0038,2026-09-14
9122,DATA-3235,To Do,In Progress,user0009,2026-09-19
9123,DATA-3235,In Progress,Testing,user0031,2026-09-20
9124,DATA-3235,Testing,Done,user0008,2026-09-23
9125,BI-3236,,To Do,user0030,2026-09-14
9126,BI-3236,To Do,In Progress,user0017,2026-09-15
9127,BI-3236,In Progress,Testing,user0045,2026-09-20
9128,BI-3236,Testing,Done,user0013,2026-09-17
9129,DATA-3237,,To Do,user0012,2026-09-14
9130,ERP-3238,,To Do,user0030,2026-09-14
9131,ERP-3238,To Do,In Progress,user0041,2026-09-17
9132,ERP-3238,In Progress,Testing,user0029,2026-09-22
9133,CLOUD-3239,,To Do,user0045,2026-09-14
9134,CLOUD-3239,To Do,In Progress,user0047,2026-09-15
9135,MOB-3240,,To Do,user0050,2026-09-14
9136,MOB-3240,To Do,In Progress,user0008,2026-09-15
9137,MOB-3240,In Progress,Testing,user0025,2026-09-22
9138,MOB-3240,Testing,Done,user0001,2026-09-26
9139,SEC-3241,,To Do,user0012,2026-09-14
9140,BI-3242,,To Do,user0040,2026-09-14
9141,BI-3242,To Do,In Progress,user0044,2026-09-15
9142,BI-3242,In Progress,Testing,user0027,2026-09-18
9143,BI-3242,Testing,Done,user0023,2026-09-17
9144,PORTAL-3243,,To Do,user0003,2026-09-14
9145,CLOUD-3244,,To Do,user0033,2026-09-14
9146,CLOUD-3244,To Do,In Progress,user0024,2026-09-20
9147,CLOUD-3244,In Progress,Testing,user0039,2026-09-22
9148,CLOUD-3244,Testing,Done,user0006,2026-10-05
9149,ERP-3245,,To Do,user0015,2026-09-14
9150,ECOM-3246,,To Do,user0013,2026-09-14
9151,ECOM-3246,To Do,In Progress,user0036,2026-09-17
9152,ECOM-3246,In Progress,Testing,user0004,2026-09-16
9153,ECOM-3246,Testing,Done,user0016,2026-09-17
9154,CRM-3247,,To Do,user0020,2026-09-14
9155,PORTAL-3248,,To Do,user0022,2026-09-14
9156,PORTAL-3248,To Do,In Progress,user0050,2026-09-16
9157,PORTAL-3248,In Progress,Testing,user0013,2026-09-24
9158,PORTAL-3248,Testing,Done,user0041,2026-09-17
9159,ERP-3249,,To Do,user0020,2026-09-14
9160,ERP-3249,To Do,In Progress,user0009,2026-09-20
9161,MOB-3250,,To Do,user0006,2026-09-14
9162,MOB-3250,To Do,In Progress,user0024,2026-09-18
9163,MOB-3250,In Progress,Testing,user0033,2026-09-24
9164,MOB-3250,Testing,Done,user0006,2026-09-17
9165,DATA-3251,,To Do,user0048,2026-09-14
9166,DATA-3251,To Do,In Progress,user0050,2026-09-20
9167,DATA-3251,In Progress,Testing,user0050,2026-09-22
9168,DATA-3251,Testing,Done,user0037,2026-10-05
9169,CLOUD-3252,,To Do,user0006,2026-09-14
9170,CLOUD-3252,To Do,In Progress,user0025,2026-09-16
9171,CLOUD-3252,In Progress,Testing,user0044,2026-09-28
9172,CLOUD-3252,Testing,Done,user0043,2026-09-26
9173,ECOM-3253,,To Do,user0042,2026-09-14
9174,ECOM-3253,To Do,In Progress,user0022,2026-09-19
9175,ECOM-3253,In Progress,Testing,user0029,2026-09-18
9176,ECOM-3253,Testing,Done,user0010,2026-09-29
