custom_field_id,issue_key,field_name,field_value
CF-001580,SEC-1580,Risk Level,Medium
CF-001581,MOB-1581,Customer Impact,Low
CF-001582,ECOM-1582,Customer Impact,Very High
CF-001584,PORTAL-1584,Customer Impact,Very High
CF-001585,BI-1585,Technical Complexity,Very High
CF-001586,SEC-1586,Risk Level,Low
CF-001587,BANK-1587,Business Value,Low
CF-001588,BI-1588,Business Value,Very High
CF-001589,PORTAL-1589,Risk Level,Low
CF-001590,ERP-1590,Story Points,Medium
CF-001591,ECOM-1591,Risk Level,High
CF-001592,DATA-1592,Technical Complexity,Very High
CF-001596,BANK-1596,Story Points,High
CF-001597,MOB-1597,Business Value,Low
CF-001598,ECOM-1598,Customer Impact,Medium
CF-001600,MOB-1600,Customer Impact,High
CF-001601,BANK-1601,Customer Impact,Low
CF-001602,ECOM-1602,Technical Complexity,High
CF-001603,DATA-1603,Business Value,High
CF-001604,DATA-1604,Customer Impact,Very High
CF-001605,ECOM-1605,Story Points,Low
CF-001606,CRM-1606,Story Points,High
CF-001607,MOB-1607,Risk Level,Low
CF-001608,SEC-1608,Story Points,Low
CF-001610,CLOUD-1610,Story Points,Medium
CF-001611,CRM-1611,Business Value,Very High
CF-001612,MOB-1612,Business Value,Medium
CF-001613,MOB-1613,Business Value,Low
CF-001616,BANK-1616,Customer Impact,Very High
CF-001617,CRM-1617,Business Value,High
CF-001619,MOB-1619,Risk Level,High
CF-001620,ECOM-1620,Business Value,Low
CF-001621,CRM-1621,Story Points,Low
CF-001622,SEC-1622,Customer Impact,Very High
CF-001623,BI-1623,Risk Level,Low
CF-001624,CRM-1624,Technical Complexity,Low
CF-001625,MOB-1625,Risk Level,Low
CF-001627,PORTAL-1627,Customer Impact,Low
CF-001628,BANK-1628,Business Value,Very High
CF-001629,CLOUD-1629,Customer Impact,Low
CF-001630,PORTAL-1630,Technical Complexity,Low
CF-001631,SEC-1631,Technical Complexity,High
CF-001632,CLOUD-1632,Business Value,Very High
CF-001633,DATA-1633,Risk Level,Low
CF-001635,BANK-1635,Business Value,Medium
CF-001636,BANK-1636,Risk Level,High
CF-001637,MOB-1637,Business Value,Very High
CF-001638,CLOUD-1638,Business Value,High
CF-001640,BANK-1640,Risk Level,Medium
CF-001641,DATA-1641,Business Value,Very High
CF-001642,DATA-1642,Customer Impact,Very High
CF-001643,CRM-1643,Customer Impact,High
CF-001644,CRM-1644,Technical Complexity,Low
CF-001645,ECOM-1645,Story Points,Very High
CF-001646,PORTAL-1646,Technical Complexity,High
CF-001647,BANK-1647,Customer Impact,Low
CF-001648,ERP-1648,Customer Impact,Very High
CF-001649,DATA-1649,Risk Level,Medium
CF-001650,BANK-1650,Business Value,Low
CF-001651,DATA-1651,Customer Impact,High
CF-001653,BANK-1653,Customer Impact,Very High
CF-001654,SEC-1654,Business Value,Very High
CF-001655,BI-1655,Business Value,Very High
CF-001657,BI-1657,Risk Level,Low
CF-001658,CLOUD-1658,Business Value,High
CF-001661,DATA-1661,Risk Level,Medium
CF-001662,CRM-1662,Business Value,Low
CF-001663,BI-1663,Technical Complexity,Low
CF-001664,MOB-1664,Customer Impact,Low
CF-001665,CLOUD-1665,Customer Impact,High
CF-001666,CRM-1666,Technical Complexity,Very High
CF-001667,PORTAL-1667,Customer Impact,High
CF-001668,MOB-1668,Story Points,Very High
CF-001669,BI-1669,Technical Complexity,Medium
CF-001671,CRM-1671,Business Value,Low
CF-001672,ERP-1672,Customer Impact,Low
CF-001673,PORTAL-1673,Risk Level,Low
CF-001676,MOB-1676,Customer Impact,High
CF-001677,CLOUD-1677,Customer Impact,High
CF-001678,ERP-1678,Risk Level,Low
CF-001679,PORTAL-1679,Risk Level,Medium
CF-001680,ERP-1680,Technical Complexity,High
CF-001681,ERP-1681,Story Points,Medium
CF-001682,SEC-1682,Risk Level,Very High
CF-001683,CLOUD-1683,Risk Level,Low
CF-001684,ERP-1684,Risk Level,Very High
CF-001685,ECOM-1685,Risk Level,Medium
CF-001686,ECOM-1686,Risk Level,High
CF-001687,DATA-1687,Customer Impact,Low
CF-001688,BANK-1688,Technical Complexity,Low
CF-001691,SEC-1691,Technical Complexity,Low
CF-001693,DATA-1693,Technical Complexity,High
CF-001694,SEC-1694,Customer Impact,High
CF-001695,CLOUD-1695,Customer Impact,Low
CF-001696,DATA-1696,Risk Level,Very High
CF-001697,CRM-1697,Customer Impact,Medium
CF-001698,MOB-1698,Business Value,Very High
CF-001699,CRM-1699,Business Value,High
CF-001700,ERP-1700,Technical Complexity,Low
CF-001701,BI-1701,Technical Complexity,Very High
CF-001702,SEC-1702,Customer Impact,Low
CF-001703,CLOUD-1703,Business Value,High
CF-001704,DATA-1704,Story Points,High
CF-001705,SEC-1705,Risk Level,Low
CF-001706,BI-1706,Story Points,High
CF-001707,BANK-1707,Customer Impact,Medium
CF-001709,BANK-1709,Customer Impact,High
CF-001710,DATA-1710,Technical Complexity,Very High
CF-001711,ECOM-1711,Business Value,Medium
CF-001712,CLOUD-1712,Risk Level,Medium
CF-001713,CRM-1713,Technical Complexity,Medium
CF-001714,CRM-1714,Business Value,Medium
CF-001715,CLOUD-1715,Risk Level,Low
CF-001717,CRM-1717,Technical Complexity,Very High
CF-001718,DATA-1718,Customer Impact,Low
CF-001719,CRM-1719,Story Points,Low
CF-001720,BANK-1720,Risk Level,Medium
CF-001721,SEC-1721,Customer Impact,High
CF-001722,BI-1722,Customer Impact,High
CF-001724,CRM-1724,Story Points,Low
CF-001725,ERP-1725,Story Points,Very High
CF-001727,DATA-1727,Risk Level,High
CF-001729,SEC-1729,Business Value,Low
CF-001730,ECOM-1730,Customer Impact,High
CF-001732,SEC-1732,Technical Complexity,High
CF-001733,ECOM-1733,Technical Complexity,High
CF-001734,SEC-1734,Business Value,Medium
CF-001735,PORTAL-1735,Risk Level,Low
CF-001736,ERP-1736,Business Value,Medium
CF-001737,CLOUD-1737,Customer Impact,Medium
CF-001739,DATA-1739,Customer Impact,Low
CF-001740,BI-1740,Business Value,High
CF-001741,CLOUD-1741,Story Points,High
CF-001742,ERP-1742,Story Points,Low
CF-001743,CLOUD-1743,Business Value,Medium
CF-001745,SEC-1745,Technical Complexity,Medium
CF-001746,PORTAL-1746,Customer Impact,Low
CF-001747,ECOM-1747,Story Points,Very High
CF-001748,CLOUD-1748,Business Value,Medium
CF-001749,BANK-1749,Technical Complexity,High
CF-001750,DATA-1750,Customer Impact,Very High
CF-001751,PORTAL-1751,Customer Impact,Low
CF-001753,PORTAL-1753,Story Points,Very High
CF-001754,MOB-1754,Technical Complexity,Medium
CF-001755,MOB-1755,Story Points,High
CF-001756,PORTAL-1756,Technical Complexity,Low
CF-001757,SEC-1757,Business Value,Very High
CF-001758,ECOM-1758,Customer Impact,High
CF-001760,SEC-1760,Business Value,Medium
CF-001761,SEC-1761,Story Points,Medium
CF-001762,CLOUD-1762,Technical Complexity,Low
CF-001763,ERP-1763,Technical Complexity,High
CF-001764,DATA-1764,Technical Complexity,Very High
CF-001765,PORTAL-1765,Technical Complexity,High
CF-001766,SEC-1766,Business Value,High
CF-001767,BANK-1767,Technical Complexity,Low
CF-001768,MOB-1768,Risk Level,Very High
CF-001769,BI-1769,Risk Level,High
CF-001770,PORTAL-1770,Customer Impact,Very High
CF-001771,BI-1771,Business Value,Very High
CF-001772,SEC-1772,Technical Complexity,Medium
CF-001776,ERP-1776,Business Value,Very High
CF-001777,ECOM-1777,Technical Complexity,Very High
CF-001778,SEC-1778,Customer Impact,Very High
CF-001779,BANK-1779,Business Value,Very High
CF-001780,BI-1780,Business Value,Low
CF-001781,CLOUD-1781,Business Value,Medium
CF-001782,BANK-1782,Risk Level,Low
CF-001783,ECOM-1783,Business Value,Low
CF-001785,DATA-1785,Technical Complexity,Low
CF-001786,BI-1786,Technical Complexity,High
CF-001787,MOB-1787,Technical Complexity,High
CF-001788,CRM-1788,Technical Complexity,Very High
CF-001789,ERP-1789,Business Value,Very High
CF-001790,PORTAL-1790,Story Points,Very High
CF-001791,CRM-1791,Customer Impact,Very High
CF-001792,MOB-1792,Story Points,Very High
CF-001793,PORTAL-1793,Risk Level,Medium
CF-001795,MOB-1795,Risk Level,Medium
CF-001796,ECOM-1796,Technical Complexity,High
CF-001797,SEC-1797,Customer Impact,Medium
CF-001799,BANK-1799,Technical Complexity,High
CF-001800,BI-1800,Story Points,Very High
CF-001802,MOB-1802,Business Value,High
CF-001803,CRM-1803,Risk Level,Very High
CF-001804,CRM-1804,Technical Complexity,Very High
CF-001805,ECOM-1805,Story Points,Very High
CF-001806,BI-1806,Risk Level,Very High
CF-001807,PORTAL-1807,Risk Level,Very High
CF-001808,BANK-1808,Business Value,Low
CF-001809,BI-1809,Customer Impact,High
CF-001811,BANK-1811,Business Value,Very High
CF-001814,ERP-1814,Risk Level,Very High
CF-001815,BANK-1815,Business Value,Very High
CF-001816,ERP-1816,Business Value,Low
CF-001818,ERP-1818,Business Value,Low
CF-001820,CLOUD-1820,Business Value,Low
CF-001821,PORTAL-1821,Technical Complexity,High
CF-001823,ECOM-1823,Risk Level,Very High
CF-001824,DATA-1824,Customer Impact,Very High
CF-001825,CLOUD-1825,Customer Impact,High
CF-001827,CLOUD-1827,Story Points,High
CF-001829,MOB-1829,Business Value,Very High
CF-001831,BANK-1831,Customer Impact,High
CF-001832,ERP-1832,Technical Complexity,High
CF-001833,CRM-1833,Story Points,Medium
CF-001834,ECOM-1834,Risk Level,Low
CF-001835,BI-1835,Technical Complexity,Low
CF-001836,MOB-1836,Technical Complexity,Low
CF-001837,MOB-1837,Risk Level,High
CF-001838,DATA-1838,Business Value,Low
CF-001839,MOB-1839,Risk Level,Low
CF-001840,SEC-1840,Customer Impact,Very High
CF-001841,PORTAL-1841,Customer Impact,Medium
CF-001842,MOB-1842,Technical Complexity,Very High
CF-001843,SEC-1843,Risk Level,Medium
CF-001844,BI-1844,Business Value,Very High
CF-001845,ERP-1845,Technical Complexity,Medium
CF-001847,ERP-1847,Risk Level,Low
CF-001848,SEC-1848,Risk Level,Medium
CF-001849,ECOM-1849,Technical Complexity,Very High
CF-001850,SEC-1850,Technical Complexity,Very High
CF-001852,PORTAL-1852,Story Points,Low
CF-001853,ERP-1853,Story Points,Medium
CF-001854,ECOM-1854,Story Points,Medium
CF-001855,DATA-1855,Technical Complexity,High
CF-001856,DATA-1856,Story Points,Medium
CF-001857,ECOM-1857,Risk Level,Low
CF-001859,MOB-1859,Risk Level,Medium
CF-001860,DATA-1860,Technical Complexity,Very High
CF-001862,BI-1862,Customer Impact,Very High
CF-001863,BANK-1863,Risk Level,Very High
CF-001864,CRM-1864,Business Value,Medium
CF-001865,BI-1865,Business Value,Low
CF-001866,MOB-1866,Story Points,Medium
CF-001867,BANK-1867,Customer Impact,High
CF-001868,ERP-1868,Technical Complexity,High
CF-001870,ERP-1870,Technical Complexity,Very High
CF-001871,BANK-1871,Business Value,Very High
CF-001872,MOB-1872,Business Value,High
CF-001873,BI-1873,Story Points,Very High
CF-001874,CRM-1874,Business Value,Low
CF-001875,ERP-1875,Story Points,High
CF-001877,SEC-1877,Business Value,Very High
CF-001880,ECOM-1880,Risk Level,High
CF-001881,BANK-1881,Customer Impact,Low
CF-001882,SEC-1882,Story Points,Very High
CF-001884,BANK-1884,Story Points,Medium
CF-001885,PORTAL-1885,Technical Complexity,Low
CF-001886,CLOUD-1886,Story Points,Low
CF-001887,BI-1887,Risk Level,High
CF-001888,BANK-1888,Business Value,Low
CF-001889,CLOUD-1889,Customer Impact,Medium
CF-001890,CRM-1890,Risk Level,Low
CF-001891,CLOUD-1891,Technical Complexity,Very High
CF-001893,CLOUD-1893,Customer Impact,Very High
CF-001894,BI-1894,Business Value,Low
CF-001895,ERP-1895,Customer Impact,Very High
CF-001897,ECOM-1897,Technical Complexity,Low
CF-001899,ECOM-1899,Customer Impact,Very High
CF-001900,ECOM-1900,Technical Complexity,Low
CF-001901,ERP-1901,Technical Complexity,Medium
CF-001902,BANK-1902,Customer Impact,Very High
CF-001903,BANK-1903,Business Value,Very High
CF-001905,ERP-1905,Risk Level,High
CF-001907,BANK-1907,Risk Level,Low
CF-001908,BI-1908,Customer Impact,High
CF-001909,CLOUD-1909,Technical Complexity,Medium
CF-001911,ERP-1911,Technical Complexity,Medium
CF-001912,CLOUD-1912,Story Points,High
CF-001913,BANK-1913,Risk Level,High
CF-001914,ERP-1914,Business Value,Very High
CF-001915,BANK-1915,Risk Level,Very High
CF-001916,SEC-1916,Technical Complexity,Low
CF-001917,CLOUD-1917,Technical Complexity,Medium
CF-001918,CRM-1918,Risk Level,Very High
CF-001919,SEC-1919,Customer Impact,High
CF-001921,CRM-1921,Customer Impact,Low
CF-001922,DATA-1922,Customer Impact,Medium
CF-001923,CLOUD-1923,Risk Level,Very High
CF-001924,ERP-1924,Risk Level,Low
CF-001925,ECOM-1925,Technical Complexity,Low
CF-001926,CRM-1926,Business Value,Very High
CF-001928,PORTAL-1928,Customer Impact,Very High
CF-001929,PORTAL-1929,Business Value,Low
CF-001931,BI-1931,Risk Level,Low
CF-001932,ERP-1932,Story Points,Very High
CF-001933,ECOM-1933,Risk Level,Very High
CF-001934,BI-1934,Risk Level,Very High
CF-001935,SEC-1935,Story Points,Very High
CF-001937,MOB-1937,Story Points,Very High
CF-001939,ECOM-1939,Story Points,Medium
CF-001940,PORTAL-1940,Story Points,Medium
CF-001941,DATA-1941,Customer Impact,High
CF-001942,ECOM-1942,Risk Level,Very High
CF-001943,BI-1943,Risk Level,Very High
CF-001944,BI-1944,Business Value,Medium
CF-001945,PORTAL-1945,Customer Impact,Low
CF-001946,MOB-1946,Technical Complexity,High
CF-001947,PORTAL-1947,Technical Complexity,Very High
CF-001948,BANK-1948,Customer Impact,Low
CF-001949,MOB-1949,Business Value,High
CF-001950,CRM-1950,Customer Impact,High
CF-001951,BI-1951,Customer Impact,High
CF-001952,SEC-1952,Customer Impact,Low
CF-001953,MOB-1953,Technical Complexity,Medium
CF-001954,BI-1954,Technical Complexity,High
CF-001955,ERP-1955,Risk Level,Medium
CF-001956,BI-1956,Technical Complexity,Low
CF-001957,BANK-1957,Customer Impact,Medium
CF-001958,SEC-1958,Story Points,Medium
CF-001959,ECOM-1959,Story Points,High
CF-001960,PORTAL-1960,Business Value,High
CF-001961,BI-1961,Story Points,Medium
CF-001962,PORTAL-1962,Technical Complexity,Medium
CF-001963,SEC-1963,Technical Complexity,Low
CF-001964,DATA-1964,Technical Complexity,Medium
CF-001965,BANK-1965,Story Points,Very High
CF-001966,DATA-1966,Technical Complexity,Medium
CF-001967,CLOUD-1967,Technical Complexity,Low
CF-001970,BI-1970,Customer Impact,Medium
CF-001971,PORTAL-1971,Business Value,Medium
CF-001972,CRM-1972,Risk Level,High
CF-001973,ECOM-1973,Technical Complexity,Very High
CF-001974,CLOUD-1974,Customer Impact,Very High
CF-001975,BI-1975,Customer Impact,High
CF-001976,CLOUD-1976,Story Points,Medium
CF-001977,ECOM-1977,Business Value,Low
CF-001978,ERP-1978,Technical Complexity,Low
CF-001979,BANK-1979,Customer Impact,Medium
CF-001980,CRM-1980,Customer Impact,Medium
CF-001982,BANK-1982,Customer Impact,Medium
CF-001984,MOB-1984,Risk Level,Medium
CF-001985,MOB-1985,Technical Complexity,Medium
CF-001986,CLOUD-1986,Technical Complexity,Very High
CF-001987,DATA-1987,Story Points,High
CF-001988,ERP-1988,Technical Complexity,Medium
CF-001991,BANK-1991,Business Value,Low
CF-001992,DATA-1992,Business Value,High
CF-001993,ECOM-1993,Story Points,Medium
CF-001994,MOB-1994,Risk Level,High
CF-001995,ERP-1995,Risk Level,Very High
CF-001996,MOB-1996,Business Value,Medium
CF-001997,CRM-1997,Technical Complexity,Medium
CF-001999,DATA-1999,Risk Level,Low
CF-002000,SEC-2000,Story Points,Low
CF-002001,BI-2001,Business Value,High
CF-002003,ERP-2003,Technical Complexity,High
CF-002005,SEC-2005,Customer Impact,Low
CF-002006,ECOM-2006,Risk Level,High
CF-002007,PORTAL-2007,Business Value,Low
CF-002008,ECOM-2008,Story Points,Low
CF-002009,CLOUD-2009,Business Value,Medium
CF-002011,ECOM-2011,Story Points,Low
CF-002012,SEC-2012,Customer Impact,High
CF-002013,PORTAL-2013,Technical Complexity,Medium
CF-002014,ECOM-2014,Risk Level,High
CF-002015,ERP-2015,Customer Impact,Medium
CF-002016,MOB-2016,Customer Impact,Low
CF-002017,BANK-2017,Story Points,Very High
CF-002020,CLOUD-2020,Risk Level,Medium
CF-002021,SEC-2021,Risk Level,Medium
CF-002023,DATA-2023,Customer Impact,Very High
CF-002024,ECOM-2024,Story Points,Very High
CF-002025,ERP-2025,Technical Complexity,Low
CF-002026,CRM-2026,Customer Impact,Medium
CF-002028,BANK-2028,Technical Complexity,Low
CF-002029,DATA-2029,Risk Level,High
CF-002031,SEC-2031,Business Value,Low
CF-002033,BI-2033,Customer Impact,Very High
CF-002034,SEC-2034,Risk Level,Very High
CF-002035,DATA-2035,Customer Impact,Low
CF-002037,CLOUD-2037,Technical Complexity,Low
CF-002038,CRM-2038,Business Value,Very High
CF-002039,MOB-2039,Customer Impact,High
CF-002040,DATA-2040,Business Value,Medium
CF-002041,BI-2041,Story Points,High
CF-002042,CRM-2042,Business Value,High
CF-002043,MOB-2043,Story Points,Very High
CF-002044,PORTAL-2044,Customer Impact,Medium
CF-002046,PORTAL-2046,Customer Impact,Low
CF-002048,BI-2048,Risk Level,Medium
CF-002049,ERP-2049,Story Points,Medium
CF-002050,ERP-2050,Customer Impact,Very High
CF-002051,ECOM-2051,Story Points,Low
CF-002052,CLOUD-2052,Technical Complexity,Very High
CF-002053,SEC-2053,Technical Complexity,Medium
CF-002054,CLOUD-2054,Business Value,Very High
CF-002055,MOB-2055,Customer Impact,Low
CF-002057,ECOM-2057,Customer Impact,Very High
CF-002058,ERP-2058,Story Points,Very High
CF-002059,BI-2059,Business Value,Medium
CF-002060,BI-2060,Customer Impact,Very High
CF-002062,CRM-2062,Story Points,Low
CF-002063,BI-2063,Risk Level,High
CF-002064,CRM-2064,Customer Impact,Low
CF-002065,CRM-2065,Risk Level,Low
CF-002066,CRM-2066,Story Points,Very High
CF-002067,ECOM-2067,Customer Impact,Low
CF-002068,BI-2068,Risk Level,Low
CF-002069,SEC-2069,Customer Impact,Medium
CF-002070,SEC-2070,Story Points,Medium
CF-002071,PORTAL-2071,Business Value,Medium
CF-002072,MOB-2072,Story Points,Very High
CF-002073,MOB-2073,Story Points,Very High
CF-002074,MOB-2074,Customer Impact,Low
CF-002075,DATA-2075,Story Points,Medium
CF-002076,PORTAL-2076,Story Points,High
CF-002077,BI-2077,Technical Complexity,Low
CF-002078,BI-2078,Customer Impact,Very High
CF-002079,SEC-2079,Business Value,Medium
CF-002081,BANK-2081,Customer Impact,High
CF-002083,ECOM-2083,Customer Impact,High
CF-002084,CLOUD-2084,Risk Level,Medium
CF-002085,CLOUD-2085,Story Points,High
CF-002086,BANK-2086,Technical Complexity,Medium
CF-002087,ERP-2087,Technical Complexity,Very High
CF-002088,CRM-2088,Business Value,High
CF-002089,PORTAL-2089,Story Points,Medium
CF-002090,MOB-2090,Business Value,High
CF-002091,ERP-2091,Technical Complexity,Low
CF-002092,CRM-2092,Technical Complexity,Very High
CF-002093,PORTAL-2093,Customer Impact,Medium
CF-002094,DATA-2094,Business Value,High
CF-002095,DATA-2095,Risk Level,High
CF-002096,BANK-2096,Story Points,Very High
CF-002097,BANK-2097,Business Value,Low
CF-002098,BI-2098,Story Points,Low
CF-002099,CRM-2099,Story Points,Medium
CF-002100,CRM-2100,Story Points,Very High
CF-002101,CRM-2101,Technical Complexity,High
CF-002102,ERP-2102,Customer Impact,Very High
CF-002103,CLOUD-2103,Risk Level,Low
CF-002104,ERP-2104,Technical Complexity,Low
CF-002107,ECOM-2107,Customer Impact,Low
CF-002110,BANK-2110,Risk Level,Low
CF-002112,DATA-2112,Business Value,Very High
CF-002114,SEC-2114,Story Points,Medium
CF-002116,ERP-2116,Technical Complexity,Medium
CF-002117,CLOUD-2117,Risk Level,Very High
CF-002118,CRM-2118,Business Value,High
CF-002119,ERP-2119,Risk Level,Low
CF-002120,ERP-2120,Risk Level,Low
CF-002121,PORTAL-2121,Story Points,Very High
CF-002122,DATA-2122,Story Points,Medium
CF-002123,BI-2123,Story Points,High
CF-002124,PORTAL-2124,Risk Level,Low
CF-002126,MOB-2126,Business Value,High
CF-002127,ECOM-2127,Business Value,Medium
CF-002128,PORTAL-2128,Risk Level,High
CF-002129,PORTAL-2129,Customer Impact,Medium
CF-002130,DATA-2130,Risk Level,High
CF-002132,CLOUD-2132,Business Value,Very High
CF-002133,PORTAL-2133,Business Value,Very High
CF-002134,DATA-2134,Customer Impact,Low
CF-002135,ERP-2135,Technical Complexity,Low
CF-002136,MOB-2136,Story Points,High
CF-002138,CLOUD-2138,Technical Complexity,Medium
CF-002139,CRM-2139,Story Points,Low
CF-002140,ECOM-2140,Customer Impact,Very High
CF-002141,ECOM-2141,Business Value,Low
CF-002142,ERP-2142,Story Points,Low
CF-002143,PORTAL-2143,Risk Level,Very High
CF-002144,PORTAL-2144,Business Value,High
CF-002145,MOB-2145,Technical Complexity,Low
CF-002146,BANK-2146,Story Points,Medium
CF-002147,BI-2147,Technical Complexity,Low
CF-002148,CLOUD-2148,Risk Level,Very High
CF-002149,PORTAL-2149,Business Value,High
CF-002150,BI-2150,Customer Impact,High
CF-002151,BI-2151,Technical Complexity,Low
CF-002152,CRM-2152,Technical Complexity,Very High
CF-002153,MOB-2153,Business Value,Medium
CF-002154,CRM-2154,Customer Impact,Very High
CF-002155,CRM-2155,Risk Level,Very High
CF-002156,BI-2156,Risk Level,High
CF-002157,DATA-2157,Story Points,High
CF-002159,MOB-2159,Customer Impact,Very High
CF-002160,ERP-2160,Business Value,Very High
CF-002161,ECOM-2161,Customer Impact,Medium
CF-002162,CRM-2162,Story Points,Medium
CF-002163,SEC-2163,Technical Complexity,Low
CF-002164,CRM-2164,Business Value,High
CF-002165,ECOM-2165,Business Value,Medium
CF-002168,ERP-2168,Technical Complexity,Medium
CF-002169,ERP-2169,Risk Level,Low
CF-002170,BANK-2170,Technical Complexity,High
CF-002171,BI-2171,Technical Complexity,Low
CF-002172,CRM-2172,Risk Level,Medium
CF-002173,SEC-2173,Business Value,Medium
CF-002174,BI-2174,Business Value,High
CF-002175,SEC-2175,Story Points,Low
CF-002176,PORTAL-2176,Risk Level,Low
CF-002178,DATA-2178,Story Points,Medium
CF-002179,CLOUD-2179,Technical Complexity,Very High
CF-002180,MOB-2180,Technical Complexity,Low
CF-002181,ERP-2181,Risk Level,Low
CF-002182,SEC-2182,Business Value,High
CF-002183,BANK-2183,Customer Impact,Low
CF-002184,ECOM-2184,Story Points,Low
CF-002185,BI-2185,Business Value,Low
CF-002186,SEC-2186,Technical Complexity,Low
CF-002187,BI-2187,Technical Complexity,Low
CF-002189,DATA-2189,Customer Impact,High
CF-002190,CLOUD-2190,Technical Complexity,Low
CF-002191,BI-2191,Business Value,Very High
CF-002192,MOB-2192,Customer Impact,Medium
CF-002193,PORTAL-2193,Story Points,High
CF-002194,DATA-2194,Business Value,High
CF-002197,PORTAL-2197,Story Points,Medium
CF-002198,ERP-2198,Risk Level,High
CF-002199,CRM-2199,Customer Impact,Medium
CF-002200,CRM-2200,Customer Impact,Low
CF-002202,CLOUD-2202,Business Value,Low
CF-002203,CRM-2203,Story Points,Very High
CF-002204,SEC-2204,Business Value,High
CF-002205,CLOUD-2205,Customer Impact,Very High
CF-002206,PORTAL-2206,Technical Complexity,Medium
CF-002207,ERP-2207,Story Points,Medium
CF-002208,BANK-2208,Customer Impact,Very High
CF-002209,SEC-2209,Technical Complexity,High
CF-002210,ERP-2210,Story Points,Medium
CF-002211,ERP-2211,Business Value,Low
CF-002212,MOB-2212,Story Points,High
CF-002215,DATA-2215,Technical Complexity,Very High
CF-002217,DATA-2217,Business Value,Medium
CF-002218,BI-2218,Customer Impact,Medium
CF-002219,ECOM-2219,Story Points,Low
CF-002220,PORTAL-2220,Technical Complexity,Medium
CF-002221,ERP-2221,Technical Complexity,Very High
CF-002222,BI-2222,Story Points,High
CF-002223,SEC-2223,Customer Impact,Very High
CF-002225,BI-2225,Risk Level,High
CF-002227,PORTAL-2227,Risk Level,Very High
CF-002228,CLOUD-2228,Technical Complexity,Low
CF-002229,CRM-2229,Business Value,Very High
CF-002230,BI-2230,Business Value,Medium
CF-002231,ECOM-2231,Customer Impact,High
CF-002232,ERP-2232,Customer Impact,Medium
CF-002235,PORTAL-2235,Story Points,Low
CF-002238,ECOM-2238,Customer Impact,Very High
CF-002239,ECOM-2239,Customer Impact,Medium
CF-002240,ECOM-2240,Technical Complexity,Low
CF-002241,SEC-2241,Story Points,Low
CF-002242,PORTAL-2242,Customer Impact,Medium
CF-002244,DATA-2244,Risk Level,Low
CF-002245,CLOUD-2245,Technical Complexity,High
CF-002246,CRM-2246,Story Points,Low
CF-002247,PORTAL-2247,Customer Impact,High
CF-002248,ECOM-2248,Business Value,Medium
CF-002249,PORTAL-2249,Business Value,Very High
CF-002250,CRM-2250,Customer Impact,Medium
CF-002253,MOB-2253,Business Value,Low
CF-002255,ECOM-2255,Story Points,High
CF-002256,ECOM-2256,Risk Level,Low
CF-002257,MOB-2257,Technical Complexity,Very High
CF-002259,DATA-2259,Risk Level,Low
CF-002260,DATA-2260,Customer Impact,High
CF-002261,PORTAL-2261,Story Points,Very High
CF-002262,DATA-2262,Customer Impact,Very High
CF-002263,SEC-2263,Customer Impact,Medium
CF-002264,DATA-2264,Technical Complexity,High
CF-002265,ECOM-2265,Risk Level,High
CF-002266,PORTAL-2266,Business Value,Medium
CF-002267,SEC-2267,Risk Level,Low
CF-002268,CLOUD-2268,Customer Impact,Low
CF-002270,ECOM-2270,Technical Complexity,Medium
CF-002271,CRM-2271,Customer Impact,Very High
CF-002272,MOB-2272,Story Points,Medium
CF-002273,PORTAL-2273,Business Value,Very High
CF-002275,BI-2275,Story Points,Low
CF-002277,BI-2277,Technical Complexity,Low
CF-002278,SEC-2278,Technical Complexity,Medium
CF-002279,DATA-2279,Customer Impact,Low
CF-002281,ERP-2281,Risk Level,Very High
CF-002282,CRM-2282,Customer Impact,Medium
CF-002283,DATA-2283,Technical Complexity,Medium
CF-002284,BANK-2284,Business Value,Low
CF-002285,DATA-2285,Risk Level,Medium
CF-002286,BANK-2286,Risk Level,Low
CF-002287,DATA-2287,Business Value,Very High
CF-002288,DATA-2288,Story Points,Low
CF-002289,BI-2289,Risk Level,Very High
CF-002290,BANK-2290,Risk Level,Medium
CF-002291,CRM-2291,Customer Impact,High
CF-002292,ERP-2292,Risk Level,High
CF-002294,DATA-2294,Technical Complexity,High
CF-002295,MOB-2295,Story Points,Low
CF-002296,BANK-2296,Technical Complexity,High
CF-002297,PORTAL-2297,Business Value,Low
CF-002298,BI-2298,Story Points,Medium
CF-002300,ECOM-2300,Business Value,Medium
CF-002302,CLOUD-2302,Risk Level,Very High
CF-002303,BI-2303,Business Value,Low
CF-002304,CRM-2304,Customer Impact,Low
CF-002305,MOB-2305,Story Points,Very High
CF-002306,PORTAL-2306,Business Value,Medium
CF-002307,MOB-2307,Risk Level,Low
CF-002308,CLOUD-2308,Story Points,Low
CF-002309,SEC-2309,Story Points,High
CF-002310,ECOM-2310,Story Points,Very High
CF-002311,BANK-2311,Business Value,High
CF-002312,PORTAL-2312,Technical Complexity,Medium
CF-002313,CRM-2313,Business Value,High
CF-002314,ECOM-2314,Technical Complexity,Very High
CF-002315,CLOUD-2315,Customer Impact,Medium
CF-002316,BANK-2316,Risk Level,Low
CF-002317,BANK-2317,Story Points,Very High
CF-002318,BI-2318,Story Points,Very High
CF-002319,MOB-2319,Customer Impact,Low
